x,sp500_density,norm_density,t_density
-0.15,0,4.6017117354450525e-18,0.0019235825772136918
-0.1495,0,6.120042320121486e-18,0.001957068155798785
-0.149,0,8.131649328659456e-18,0.001991244922634212
-0.1485,0,1.0794239728096346e-17,0.00202612937304836
-0.148,0,1.4315109591634005e-17,0.0020617384490300285
-0.1475,0,1.8966469465453744e-17,0.0020980895527525144
-0.147,0,2.5105421431110996e-17,0.002135200560550243
-0.1465,0,3.31999734765912e-17,0.0021730898373645727
-0.146,0,4.386288147662269e-17,0.0022117762516759764
-0.1455,0,5.789562954603927e-17,0.002251279190940516
-0.145,0,7.634552817694941e-17,0.002291618577549306
-0.1445,0,1.0057976767452185e-16,0.002332814885330285
-0.144,0,1.3238136447205417e-16,0.002374889156612541
-0.1435,0,1.7407334665186857e-16,0.0024178630198741237
-0.143,0,2.286793271085701e-16,0.0024617587079952077
-0.1425,0,3.00130915633313e-16,0.0025065990771393296
-0.142,0,3.9353536074644664e-16,0.0025524076262863392
-0.1415,0,5.155205603712396e-16,0.0025992085174416906
-0.141,0,6.746793547734151e-16,0.002647026596547703
-0.14049999999999999,0,8.821410899206966e-16,0.0026958874151234817
-0.13999999999999999,0,1.1523061604036356e-15,0.002745817252661223
-0.13949999999999999,0,1.5037890438473382e-15,0.002796843139807967
-0.13899999999999998,0,1.9606277711978664e-15,0.002848992882362757
-0.13849999999999998,0,2.5538335277496793e-15,0.0029022950861207477
-0.13799999999999998,0,3.3233740122055284e-15,0.002956779182596897
-0.13749999999999998,0,4.320709378417586e-15,0.003012475455663252
-0.13699999999999998,0,5.612031402828648e-15,0.0030694150691354728
-0.13649999999999998,0,7.282396656089688e-15,0.0031276300953454943
-0.13599999999999998,0,9.44099502876831e-15,0.003187153544738855
-0.13549999999999998,0,1.2227858612551125e-14,0.0032480193965370554
-0.135,0,1.5822395965476254e-14,0.0033102626305066473
-0.1345,0,2.0454237295471277e-14,0.003373919259878954
-0.134,0,2.6417002182957777e-14,0.0034390263654658364
-0.1335,0,3.408575946792017e-14,0.0035056221310191538
-0.133,0,4.3939146712026215e-14,0.003573745879883448
-0.1325,0,5.6587363955384996e-14,0.003643438112993562
-0.132,0,7.28075653800108e-14,0.00371474054827125
-0.1315,0,9.358855787766393e-14,0.003787696161476961
-0.131,0,1.2018719580963652e-13,0.003862349228575716
-0.1305,0,1.5419945914884997e-13,0.003938745369678379
-0.13,0,1.976499456863214e-13,0.0040169315946223215
-0.1295,0,2.531044314888691e-13,0.004096956350258444
-0.129,0,3.2381129962196034e-13,0.004178869569514373
-0.1285,0,4.1387905723830914e-13,0.0042627227223067015
-0.128,0,5.284989191612165e-13,0.004348568868378545
-0.1275,0,6.742236100494436e-13,0.004436462712141946
-0.127,0,8.593162225119273e-13,0.004526460659608303
-0.1265,0,1.0941862816906509e-12,0.0046186208774936805
-0.126,0,1.3919342500611966e-12,0.00471300335458989
-0.1255,0.008058113630949042,1.7690307328393896e-12,0.0048096699654961795
-0.125,0.015480458956689166,2.246162825416289e-12,0.004908684536810827
-0.1245,0.028128316395044584,2.8492876361966187e-12,0.005010112915886347
-0.124,0.04859293251037061,3.610942332591483e-12,0.00511402304225689
-0.1235,0.0782614593083618,4.571871472521209e-12,0.005220485021851159
-0.123,0.11806573465928716,5.783046356280818e-12,0.005329571204109754
-0.1225,0.16738588323992712,7.308168217712563e-12,0.005441356262130936
-0.122,0.22350963210619465,9.226767938407017e-12,0.005555917275974851
-0.1215,0.2814867948405893,1.163804042160942e-11,0.0056733338192621425
-0.121,0.33457310337874935,1.4665582776986736e-11,0.0057936880492093
-0.1205,0.3738987757359992,1.8463243215168222e-11,0.005917064800249681
-0.12,0.39292476240435587,2.3222333440900674e-11,0.006043551681396248
-0.1195,0.3882998155251571,2.918051305758387e-11,0.00617323917750923
-0.119,0.36071944635568437,3.663272208295143e-11,0.0063062207546398805
-0.1185,0.31585712284082057,4.594461955615004e-11,0.006442592969629419
-0.118,0.26062394105065023,5.7569085297887284e-11,0.006582455584150842
-0.1175,0.2024268091798171,7.20664616413581e-11,0.006725911683390243
-0.11699999999999999,0.14780548370951335,9.01293565270842e-11,0.006873067799573798
-0.11649999999999999,0.10206103483639417,1.1261300368891539e-10,0.007024034040556303
-0.11599999999999999,0.06641897155799933,1.4057238562947931e-10,0.007178924223697755
-0.11549999999999999,0.04065505960040626,1.753075776782295e-10,0.007337856015265269
-0.11499999999999999,0.02334215405354018,2.1841907493726636e-10,0.007500951075609303
-0.11449999999999999,0.012524608870198097,2.7187522818097436e-10,0.007668335210375272
-0.11399999999999999,0.006248051462845005,3.3809435142448195e-10,0.00784013852802415
-0.11349999999999999,0.0028759630582255564,4.2004458667463954e-10,0.008016495603949722
-0.11299999999999999,0.0012649409380554838,5.213652365741964e-10,0.00819754565149341
-0.11249999999999999,5.569188214568819e-4,6.465140224045823e-10,0.008383432700173445
-0.11199999999999999,2.3073604748749982e-4,8.009456157869202e-10,0.00857430578146
-0.11149999999999999,8.952316409821936e-5,9.913278539452792e-10,0.008770319122445205
-0.11099999999999999,3.2321960033519666e-5,1.2258033117282792e-9,0.00897163234777364
-0.11049999999999999,1.0762914181074007e-5,1.5143054052626712e-9,0.009178410690217801
-0.10999999999999999,3.25979513629762e-6,1.868939984927168e-9,0.009390825210302127
-0.10949999999999999,8.772598606086369e-7,2.304445489327874e-9,0.0096090530253997
-0.10899999999999999,2.5175366552994e-7,2.8387472355713284e-9,0.00983327754874683
-0.10849999999999999,6.742575020737503e-8,3.4936243825191995e-9,0.010063688738844065
-0.10799999999999998,1.7406284472087614e-8,4.295511602239338e-9,0.010300483359735204
-0.10749999999999998,7.027327570092914e-9,5.276461622830929e-9,0.010543865252682026
-0.10699999999999998,1.3617914392311114e-8,6.475299670367643e-9,0.010794045619778132
-0.10649999999999998,4.7097353428079465e-8,7.939006563131142e-9,0.011051243320073944
-0.106,1.792757588407216e-7,9.724373941464026e-9,0.011315685178814351
-0.1055,6.98333915307944e-7,1.1899983017783189e-8,0.011587606310421553
-0.105,2.6486036547369655e-6,1.4548567495545835e-8,0.011867250455888684
-0.1045,8.970047106072124e-6,1.776983215456066e-8,0.01215487033528506
-0.104,2.769489226796324e-5,2.1683811287646787e-8,0.012450728016109863
-0.1035,7.887010175969913e-5,2.643486599293729e-8,0.012755095298270605
-0.103,2.087216624026578e-4,3.219643661284486e-8,0.013068254116503409
-0.1025,5.15974902178312e-4,3.917668674950588e-8,0.013390496961095582
-0.102,0.001196203891198832,4.762519871727118e-8,0.01372212731781677
-0.10149999999999999,0.0027333970527305402,5.784090751785673e-8,0.014063460128013508
-0.10099999999999999,0.005805787976142562,7.018149201575108e-8,0.014414822269872823
-0.10049999999999999,0.011482937404602683,8.50744786021668e-8,0.0147765530619154
-0.09999999999999999,0.021284477487432542,1.0303035500586522e-7,0.015149004789835222
-0.09949999999999999,0.037434317605546774,1.2465804087863709e-7,0.015532543257863827
-0.09899999999999999,0.06214950376404925,1.50683118303563e-7,0.015927548365901274
-0.09849999999999999,0.09689415594318257,1.8196929052084268e-7,0.016334414713723187
-0.09799999999999999,0.14234216180467205,2.1954361215285156e-7,0.016753552233646073
-0.0975,0.19684461364771708,2.646261204043103e-7,0.01718538685310805
-0.097,0.25524448556218376,3.186645956527147e-7,0.0176303611887033
