x,y
1.6500000000000004,0.9505285319663519
1.6600000000000001,0.9515427737332772
1.67,0.9525403181970526
1.6799999999999997,0.9535213421362799
1.6900000000000004,0.9544860226784502
1.7000000000000002,0.955434537241457
1.71,0.9563670634759681
1.7199999999999998,0.957283779208671
1.7300000000000004,0.9581848623864051
1.7400000000000002,0.9590704910211927
1.75,0.9599408431361829
1.7599999999999998,0.9607960967125173
1.7700000000000005,0.9616364296371288
1.7800000000000002,0.9624620196514833
1.79,0.9632730443012737
1.7999999999999998,0.9640696808870742
1.8100000000000005,0.9648521064159612
1.8200000000000003,0.9656204975541101
1.83,0.9663750305803717
1.8399999999999999,0.9671158813408361
1.8500000000000005,0.9678432252043864
1.8600000000000003,0.9685572370192473
1.87,0.9692580910705341
1.88,0.9699459610388002
1.8900000000000006,0.9706210199595906
1.9000000000000004,0.9712834401839983
1.9100000000000001,0.9719333933402275
1.92,0.9725710502961632
1.9299999999999997,0.973196581122945
1.9400000000000004,0.9738101550595474
1.9500000000000002,0.9744119404783614
1.96,0.9750021048517796
1.9699999999999998,0.9755808147197774
1.9800000000000004,0.9761482356584915
1.9900000000000002,0.9767045322497881
2,0.9772498680518208
2.01,0.9777844055705686
2.0200000000000005,0.9783083062323532
2.0300000000000002,0.9788217303573278
2.04,0.9793248371339299
2.05,0.9798177845942956
2.0600000000000005,0.9803007295906231
2.0700000000000003,0.9807738277724827
2.08,0.9812372335650622
2.09,0.981691100148341
2.1000000000000005,0.9821355794371834
2.1100000000000003,0.9825708220623429
2.12,0.9829969773523672
2.13,0.983414193316395
2.1400000000000006,0.9838226166278339
2.1500000000000004,0.9842223926089095
2.16,0.9846136652160745
2.17,0.98499657702626775
2.1799999999999997,0.9853712692240107
2.1900000000000004,0.9857378815893312
2.2,0.9860965524865014
2.21,0.98644741885358
2.2199999999999998,0.9867906161927437
2.2300000000000004,0.987126278561398
2.24,0.9874545385640534
2.25,0.9877755273449553
2.26,0.988089374581453
2.2700000000000005,0.9883962084780965
2.2800000000000002,0.9886961557614472
2.29,0.9889893416755886
2.3,0.9892758899783242
2.3100000000000005,0.989555922938049
2.3200000000000003,0.9898295613312803
2.33,0.9900969244408357
2.34,0.9903581300546417
2.3500000000000005,0.9906132944651614
2.3600000000000003,0.9908625324694273
2.37,0.9911059573696632
2.38,0.9913436809744834
2.3900000000000006,0.9915758136006543
2.4000000000000004,0.9918024640754038
2.41,0.9920237397392663
2.42,0.9922397464494463
2.4299999999999997,0.9924505885836908
2.4400000000000004,0.9926563690446517
2.45,0.9928571892647285
2.46,0.9930531492113757
2.4699999999999998,0.9932443473928594
2.4800000000000004,0.9934308808644533
2.49,0.9936128452350568
2.5,0.9937903346742238
2.51,0.9939634419195873
2.5200000000000005,0.9941322582846674
2.5300000000000002,0.9942968736670493
2.54,0.9944573765569173
2.55,0.9946138540459333
2.5600000000000005,0.9947663918364442
2.5700000000000003,0.994915074251009
2.58,0.9950599842422294
2.59,0.9952012034028738
2.6000000000000005,0.9953388119762813
2.6100000000000003,0.9954728888670327
2.62,0.9956035116518787
2.63,0.9957307565909106
2.6400000000000006,0.9958546986389639
2.6500000000000004,0.9959754114572417
2.66,0.9960929674251472
2.67,0.9962074376523146
2.6799999999999997,0.996318891990825
2.6900000000000004,0.9964273990476002
2.7,0.9965330261969594
2.71,0.9966358395933308
2.7199999999999998,0.9967359041841087
2.7300000000000004,0.9968332837226422
2.74,0.9969280407813496
2.75,0.9970202367649454
2.76,0.9971099319237738
2.7700000000000005,0.997197185367235
2.7800000000000002,0.9972820550772987
2.79,0.9973645979220951
2.8,0.997444869669572
2.8100000000000005,0.9975229250012141
2.8200000000000003,0.9975988175258107
2.83,0.9976725997932685
2.84,0.9977443233084576
2.8500000000000005,0.9978140385450868
2.8600000000000003,0.9978817949595954
2.87,0.9979476410050603
2.88,0.9980116241451057
2.8900000000000006,0.9980737908678121
2.9000000000000004,0.998134186699616
2.91,0.9981928562191936
2.92,0.9982498430713239
2.9300000000000006,0.9983051899807227
2.9400000000000004,0.998358938765843
2.95,0.9984111303526352
2.96,0.998461804788262
2.9699999999999998,0.9985110012547626
2.9800000000000004,0.99855875808266
2.99,0.9986051127645077
3,0.9986501019683699
3.01,0.9986937615512306
3.0199999999999996,0.9987361265723277
3.0299999999999994,0.9987772313064077
3.040000000000001,0.9988171092568956
3.0500000000000007,0.9988557931689773
3.0600000000000005,0.9988933150425907
3.0700000000000003,0.9989297061453211
3.08,0.9989649970251971
3.09,0.9989992175233859
3.0999999999999996,0.9990323967867817
3.1099999999999994,0.9990645632804859
3.120000000000001,0.9990957448001777
3.130000000000001,0.9991259684843684
3.1400000000000006,0.9991552608265414
3.1500000000000004,0.9991836476871714
3.16,0.9992111543056245
3.17,0.9992378053119327
3.1799999999999997,0.9992636247384461
3.1899999999999995,0.9992886360313546
3.1999999999999993,0.9993128620620841
3.210000000000001,0.9993363251385601
3.2200000000000006,0.9993590470163399
3.2300000000000004,0.9993810489096132
3.24,0.9994023515020656
3.25,0.9994229749576092
3.26,0.9994429389309754
3.2699999999999996,0.9994622625781703
3.2799999999999994,0.999480964566793
3.290000000000001,0.9994990630862143
3.3000000000000007,0.9995165758576162
3.3100000000000005,0.9995335201438924
3.3200000000000003,0.9995499127594079
3.33,0.9995657700796183
3.34,0.9995811080505497
3.3499999999999996,0.999595942198136
3.3599999999999994,0.999610287637418
3.370000000000001,0.9996241590816
3.380000000000001,0.9996375708509669
3.3900000000000006,0.999650536881662
3.4000000000000004,0.9996630707343231
3.41,0.9996751856025812
